cpu;ram;disco;temp
821.0;1.6;3.2;41.0
823.4;1.6;3.2;41.0
899.3;1.6;3.2;41.0
899.3;1.6;3.2;41.0
865.5;1.6;3.2;41.0
785.7;1.6;3.2;41.0
812.3;1.6;3.2;41.0
809.0;1.6;3.2;41.0
824.1;1.6;3.2;41.0
799.3;1.6;3.2;41.0
817.4;1.6;3.2;41.0
812.0;1.6;3.2;41.0
949.2;1.6;3.2;41.0
893.4;1.6;3.2;41.0
812.0;1.6;3.2;41.0
937.3;1.6;3.2;41.0
901.3;1.6;3.2;41.0
890.7;1.6;3.2;41.0
932.5;1.6;3.2;41.0
986.7;1.6;3.2;41.0
998.2;1.6;3.2;41.0
810.0;1.6;3.2;41.0
899.3;1.6;3.2;41.0
794.5;1.6;3.2;41.0
818.8;1.6;3.2;41.0
899.3;1.6;3.2;41.0
899.2;1.6;3.2;41.0
918.9;1.6;3.2;41.0
822.2;1.6;3.2;41.0
812.6;1.6;3.2;41.0
802.3;1.6;3.2;41.0
899.3;1.6;3.2;41.0
808.3;1.6;3.2;41.0
831.3;1.6;3.2;41.0
808.4;1.6;3.2;41.0
899.3;1.6;3.2;41.0
801.6;1.6;3.2;41.0
910.7;1.6;3.2;41.0
808.9;1.6;3.2;41.0
724.7;1.6;3.2;41.0
912.9;1.6;3.2;41.0
960.9;1.6;3.2;41.0
802.1;1.6;3.2;41.0
795.9;1.6;3.2;41.0
795.8;1.6;3.2;41.0
899.2;1.6;3.2;41.0
805.9;1.6;3.2;41.0
947.0;1.6;3.2;41.0
761.0;1.6;3.2;41.0
797.9;1.6;3.2;41.0
908.1;1.6;3.2;41.0
801.7;1.6;3.2;41.0
819.1;1.6;3.2;41.0
795.8;1.6;3.2;41.0
899.3;1.6;3.2;41.0
884.5;1.6;3.2;41.0
899.2;1.6;3.2;41.0
804.0;1.6;3.2;41.0
815.4;1.6;3.2;41.0
840.3;1.6;3.2;41.0
699.3;1.6;3.2;41.0
989.8;1.6;3.2;41.0
808.8;1.6;3.2;41.0
800.6;1.6;3.2;41.0
954.3;1.6;3.2;41.0
809.9;1.6;3.2;41.0
912.5;1.6;3.2;41.0
948.8;1.6;3.2;41.0
755.3;1.6;3.2;41.0
911.1;1.6;3.2;41.0
923.0;1.6;3.2;41.0
1043.8;1.6;3.2;41.0
694.8;1.6;3.2;41.0
800.8;1.6;3.2;41.0
805.9;1.6;3.2;41.0
841.6;1.6;3.2;41.0
812.1;1.6;3.2;41.0
808.5;1.6;3.2;41.0
1009.4;1.6;3.2;41.0
899.2;1.6;3.2;41.0
815.7;1.6;3.2;41.0
1005.6;1.6;3.2;41.0
924.5;1.6;3.2;41.0
899.2;1.6;3.2;41.0
989.7;1.6;3.2;41.0
899.3;1.6;3.2;41.0
899.2;1.6;3.2;41.0
1098.5;1.6;3.2;41.0
839.8;1.6;3.2;41.0
925.1;1.6;3.2;41.0
794.6;1.6;3.2;41.0
821.0;1.6;3.2;41.0
815.5;1.6;3.2;41.0
899.3;1.6;3.2;41.0
899.4;1.6;3.2;41.0
806.9;1.6;3.2;41.0
805.9;1.6;3.2;41.0
917.3;1.6;3.2;41.0
751.0;1.6;3.2;41.0
803.7;1.6;3.2;41.0
776.0;1.6;3.2;41.0
899.3;1.6;3.2;41.0
785.9;1.6;3.2;41.0
908.2;1.6;3.2;41.0
899.2;1.6;3.2;41.0
791.6;1.6;3.2;41.0
826.7;1.6;3.2;41.0
1074.3;1.6;3.2;41.0
899.3;1.6;3.2;41.0
790.6;1.6;3.2;41.0
899.2;1.6;3.2;41.0
798.1;1.6;3.2;41.0
1009.1;1.6;3.2;41.0
1013.4;1.6;3.2;41.0
836.7;1.6;3.2;41.0
1069.9;1.6;3.2;41.0
832.4;1.6;3.2;41.0
998.6;1.6;3.2;41.0
1019.8;1.6;3.2;41.0
988.9;1.6;3.2;41.0
790.6;1.6;3.2;41.0
699.3;1.6;3.2;41.0
829.3;1.6;3.2;41.0
830.8;1.6;3.2;41.0
1106.0;1.6;3.2;41.0
799.5;1.6;3.2;41.0
699.2;1.6;3.2;41.0
817.2;1.6;3.2;41.0
1072.9;1.6;3.2;41.0
980.6;1.6;3.2;41.0
801.2;1.6;3.2;41.0
833.8;1.6;3.2;41.0
792.1;1.6;3.2;41.0
899.3;1.6;3.2;41.0
813.8;1.6;3.2;41.0
814.7;1.6;3.2;41.0
899.3;1.6;3.2;41.0
824.0;1.6;3.2;41.0
937.6;1.6;3.2;41.0
900.7;1.6;3.2;41.0
899.3;1.6;3.2;41.0
877.4;1.6;3.2;41.0
798.2;1.6;3.2;41.0
902.4;1.6;3.2;41.0
803.8;1.6;3.2;41.0
1009.8;1.6;3.2;41.0
899.3;1.6;3.2;41.0
995.6;1.6;3.2;41.0
899.3;1.6;3.2;41.0
796.1;1.6;3.2;41.0
897.1;1.6;3.2;41.0
825.4;1.6;3.2;41.0
899.3;1.6;3.2;41.0
897.3;1.6;3.2;41.0
806.4;1.6;3.2;41.0
798.3;1.6;3.2;41.0
796.5;1.6;3.2;41.0
1015.5;1.6;3.2;41.0
1097.6;1.6;3.2;41.0
1026.3;1.6;3.2;41.0
926.6;1.6;3.2;41.0
899.3;1.6;3.2;41.0
908.6;1.6;3.2;41.0
804.4;1.6;3.2;41.0
793.6;1.6;3.2;41.0
896.5;1.6;3.2;41.0
1099.3;1.6;3.2;41.0
932.5;1.6;3.2;41.0
988.7;1.6;3.2;41.0
874.2;1.6;3.2;41.0
805.2;1.6;3.2;41.0
832.2;1.6;3.2;41.0
913.1;1.6;3.2;41.0
827.9;1.6;3.2;41.0
824.0;1.6;3.2;41.0
699.4;1.6;3.2;41.0
789.7;1.6;3.2;41.0
794.4;1.6;3.2;41.0
827.7;1.6;3.2;41.0
899.3;1.6;3.2;41.0
811.1;1.6;3.2;41.0
606.3;1.6;3.2;41.0
993.5;1.6;3.2;41.0
902.3;1.6;3.2;41.0
803.2;1.6;3.2;41.0
899.2;1.6;3.2;41.0
829.5;1.6;3.2;41.0
788.9;1.6;3.2;41.0
813.6;1.6;3.2;41.0
812.1;1.6;3.2;41.0
870.9;1.6;3.2;41.0
899.3;1.6;3.2;41.0
899.3;1.6;3.2;41.0
899.3;1.6;3.2;41.0
699.3;1.6;3.2;41.0
816.2;1.6;3.2;41.0
803.4;1.6;3.2;41.0
795.2;1.6;3.2;41.0
796.1;1.6;3.2;41.0
821.7;1.6;3.2;41.0
836.1;1.6;3.2;41.0
899.2;1.6;3.2;41.0
1105.8;1.6;3.2;41.0
824.5;1.6;3.2;41.0
883.6;1.6;3.2;41.0
957.6;1.6;3.2;41.0
806.8;1.6;3.2;41.0
816.6;1.6;3.2;41.0
798.1;1.6;3.2;41.0
762.7;1.6;3.2;41.0
899.5;1.6;3.2;41.0
816.7;1.6;3.2;41.0
899.2;1.6;3.2;41.0
908.2;1.6;3.2;41.0
1099.2;1.6;3.2;41.0
853.8;1.6;3.2;41.0
803.8;1.6;3.2;41.0
1196.5;1.6;3.2;41.0
989.4;1.6;3.2;41.0
980.6;1.6;3.2;41.0
899.3;1.6;3.2;41.0
899.3;1.6;3.2;41.0
798.0;1.6;3.2;41.0
899.3;1.6;3.2;41.0
897.8;1.6;3.2;41.0
711.6;1.6;3.2;41.0
809.4;1.6;3.2;41.0
792.5;1.6;3.2;41.0
799.3;1.6;3.2;41.0
809.0;1.6;3.2;41.0
797.0;1.6;3.2;41.0
798.8;1.6;3.2;41.0
899.2;1.6;3.2;41.0
741.6;1.6;3.2;41.0
801.1;1.6;3.2;41.0
799.6;1.6;3.2;41.0
1038.0;1.6;3.2;41.0
699.3;1.6;3.2;41.0
1099.3;1.6;3.2;41.0
788.6;1.6;3.2;41.0
1021.4;1.6;3.2;41.0
899.3;1.6;3.2;41.0
791.9;1.6;3.2;41.0
787.6;1.6;3.2;41.0
943.4;1.6;3.2;41.0
848.6;1.6;3.2;41.0
811.1;1.6;3.2;41.0
946.5;1.6;3.2;41.0
1142.5;1.6;3.2;41.0
1138.2;1.6;3.2;41.0
818.2;1.6;3.2;41.0
792.9;1.6;3.2;41.0
809.4;1.6;3.2;41.0
823.4;1.6;3.2;41.0
802.8;1.6;3.2;41.0
805.9;1.6;3.2;41.0
899.3;1.6;3.2;41.0
899.2;1.6;3.2;41.0
891.4;1.6;3.2;41.0
985.8;1.6;3.2;41.0
810.6;1.6;3.2;41.0
805.7;1.6;3.2;41.0
841.8;1.6;3.2;41.0
817.3;1.6;3.2;41.0
826.0;1.6;3.2;41.0
899.3;1.6;3.2;41.0
899.3;1.6;3.2;41.0
1118.2;1.6;3.2;41.0
798.3;1.6;3.2;41.0
796.9;1.6;3.2;41.0
895.1;1.6;3.2;41.0
