,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed"
09/15/2022 13:46:38,18.4615364,13.0769253,13.0769253,14.6153812,14.8076954,49,48,47,46,50,3830.4043,3830.4043,2923.20337,2116.80249,8.985685,4.841224,0.0347868055,0,100.800117
09/15/2022 13:46:39,3.8461566,3.8461566,3.08893919,6.153846,4.23377752,48,48,44,45,50,1814.4021,1310.40149,1411.20166,3830.4043,4.849226,1.44841182,0.029151028,0,100.800117
09/15/2022 13:46:40,3.858173,1.53846145,1.52680874,4.615384,2.88470387,46,46,45,45,49,1310.40125,1310.40125,1310.40125,3830.40356,4.11860132,1.033652,0.0215029567,0,100.800095
09/15/2022 13:46:41,4.6875,2.34375,0.78125,1.5625,2.34375,46,44,44,45,49,1310.40161,2923.20361,3830.40479,3830.40479,3.63474417,1.02155185,0.0153181516,0,100.800125
09/15/2022 13:46:42,6.1188817,2.30768919,3.8461566,7.657343,4.982519,46,45,44,45,49,1310.40112,2923.20264,2923.20264,3124.80273,4.720203,1.16279244,0.0337041281,0,100.800087
09/15/2022 13:46:43,11.71875,8.59375,9.461808,7.03125,9.201389,46,45,46,45,48,1310.40173,2923.20386,2923.20386,2923.20386,7.154011,3.48099661,0.0190425832,0,100.800133
09/15/2022 13:46:44,1.5625,3.125,3.89610529,3.90625,3.12246084,45,44,44,43,48,2923.203,2923.203,2016.002,1310.40125,5.597,1.89720535,0.01729733,0,100.8001
09/15/2022 13:46:45,5.36130667,8.426571,0.757575035,6.153846,5.17482758,47,55,45,50,55,3830.40625,3729.606,2016.0033,4233.607,5.778279,2.03648353,0.046912998,0,100.800163
09/15/2022 13:46:46,10.15625,2.34375,4.6875,5.46875,5.6640625,52,44,45,48,52,3830.404,3830.404,604.800659,3528.00366,6.33800173,2.49435759,0.0441874526,0,100.8001
09/15/2022 13:46:47,6.153846,4.615384,4.6274066,6.153846,5.387622,44,44,43,43,47,1310.40112,1310.40112,1310.40112,1310.40112,3.97971988,0.612622142,0.0572239421,0,100.800087
09/15/2022 13:46:48,2.30768919,3.076923,1.52680874,5.384612,3.07400823,44,44,43,44,47,1411.20166,1310.40149,1310.40149,1310.40149,3.62628913,0.6933996,0.0200924184,0,100.800117
09/15/2022 13:46:49,5.384612,2.30768919,3.076923,3.8461566,3.65384817,44,44,42,43,47,1310.40161,1310.40161,1310.40161,1411.20178,3.98203444,1.05997455,0.0229225531,0,100.800125
09/15/2022 13:46:50,3.90625,3.125,3.858173,8.59375,4.870796,44,43,42,43,46,1310.40088,1310.40088,1310.40088,1411.20093,6.395921,2.47116685,0.055516623,0,100.800064
09/15/2022 13:46:51,7.69230747,4.615384,0.7692337,3.8461566,4.23076725,44,44,43,44,46,1310.402,1512.0022,2923.20435,2923.20435,4.70080233,1.39025235,0.08351467,0,100.800148
09/15/2022 13:46:52,9.375,7.03125,7.8125,8.59375,8.203125,45,45,43,47,47,2116.80322,1411.20215,2016.003,1310.402,6.10504675,2.22207165,0.0615643077,0,100.800156
09/15/2022 13:46:53,6.262398,0.78125,2.36855149,7.03125,4.110861,44,42,42,43,46,1310.401,1310.401,3830.40283,3225.60229,4.823363,1.32687283,0.05117806,0,100.800072
09/15/2022 13:46:54,3.8461566,0,0,3.8461566,1.9230783,42,42,41,41,46,1411.20154,1310.40149,1310.40149,1310.40149,3.91450667,0.47923255,0.01755276,0,100.80011
09/15/2022 13:46:56,9.184146,8.391607,9.918415,7.657343,8.787876,45,48,44,45,48,1411.20178,1411.20178,1411.20178,1411.20178,6.579321,2.8640635,0.01190021,0,100.800133
09/15/2022 13:46:57,7.69230747,14.6153812,10.0360575,8.4615345,10.2013226,43,42,42,43,46,2016.002,2923.203,3830.40381,3830.40381,7.70713139,4.16547966,0.0116799222,0,100.8001
09/15/2022 13:46:58,4.615384,6.153846,7.59906769,7.71672726,6.52125454,42,43,41,42,46,1310.40137,4233.60449,1310.40137,1411.20154,5.138283,2.06492233,0.0302112754,0,100.80011
09/15/2022 13:46:59,2.30768919,0.7692337,1.53846145,3.8461566,2.11538076,43,40,42,42,46,1310.40137,1310.40137,1411.20154,1310.40137,3.53469872,0.739302456,0.0152519485,0,100.80011
09/15/2022 13:47:00,3.10096145,1.57489777,2.34375,4.6875,2.92677879,43,42,41,42,45,1310.40173,3830.405,2923.20386,1512.002,4.17519951,1.25532281,0.0244371966,0,100.800133
09/15/2022 13:47:01,7.8125,2.3317337,3.90625,3.90625,4.48918343,41,41,40,41,45,1310.40149,1310.40149,1310.40149,1310.40149,4.204157,1.20836091,0.02697207,0,100.800117
09/15/2022 13:47:02,3.90625,0.806450844,3.13739777,3.15020084,2.75007486,42,42,41,41,45,1411.20117,1411.20117,1310.40112,1310.40112,3.26959658,0.54534936,0.0171907563,0,100.800087
09/15/2022 13:47:03,3.05396318,1.53846145,1.53846145,3.076923,2.30195522,40,40,40,39,45,1209.60168,1310.40186,1310.40186,1310.40186,3.0036068,0.332930356,0.02080441,0,100.80014
09/15/2022 13:47:04,2.30768919,4.58042049,2.30879784,3.076923,3.068459,41,41,40,41,45,1411.20178,1310.40161,1310.40161,1411.20178,3.58062267,0.7123855,0.02108427,0,100.800125
09/15/2022 13:47:05,3.125,0,1.538825,3.91864777,2.1456182,40,40,40,40,45,1310.40125,1310.40125,1310.40125,1310.40125,3.224486,0.362193,0.00901191,0,100.800095
09/15/2022 13:47:06,10.8533621,10.9375,6.25,11.6706734,9.927881,42,41,40,42,45,1411.20178,1411.20178,2923.20361,3830.40479,9.169,4.8724227,0.0208934378,0,100.800125
09/15/2022 13:47:07,24.0384579,13.9423075,17.8125019,34.14663,22.4849758,43,43,41,44,45,1411.20154,1310.40149,1310.40149,1310.40149,14.0899229,9.22574,0.00153519784,0,100.80011
09/15/2022 13:47:08,9.230768,6.130534,6.153846,10.76923,8.07109451,42,42,41,42,45,1310.40137,1310.40137,1310.40137,1310.40137,7.01831961,3.20821857,0.0272395927,0,100.80011
09/15/2022 13:47:09,7.8125,2.35614777,2.34375,3.90625,4.104662,41,40,40,39,45,1209.60144,1310.40149,1310.40149,3024.00342,4.32045126,1.267749,0.0461452864,0,100.800117
09/15/2022 13:47:10,4.60373163,3.8461566,1.53846145,6.153846,4.03555,41,40,40,40,45,1310.40173,1310.40173,1310.40173,1310.40173,3.95900941,1.07210433,0.0176746845,0,100.800133
09/15/2022 13:47:11,1.5625,0.78125,1.5625,2.34375,1.5625,41,40,39,38,45,1310.40125,1310.40125,1310.40125,1310.40125,3.13181543,0.295744926,0.0126923863,0,100.800095
09/15/2022 13:47:12,3.8942337,1.5625,1.5625,5.46875,3.121996,40,42,39,39,45,1411.20154,1310.40149,1411.20154,1310.40149,3.471832,0.6009851,0.0193709452,0,100.800117
09/15/2022 13:47:13,0.78125,1.5625,1.5504837,3.90625,1.95012093,40,39,40,39,44,1310.40173,1310.40173,1310.40173,1310.40173,2.913358,0.3891557,0.0199644826,0,100.800133
09/15/2022 13:47:14,2.30768919,0.78125,2.30768919,6.153846,2.88761854,38,39,39,39,43,1310.40149,1310.40149,1310.40149,1310.40149,3.11136413,0.407825261,0.0228226352,0,100.80011
09/15/2022 13:47:15,6.25,3.8461566,3.125,7.8125,5.258417,40,40,40,38,44,1310.40137,1310.40137,1411.20154,1310.40137,4.16520071,0.8511537,0.0245136116,0,100.80011
09/15/2022 13:47:16,1.5625,0.78125,0.793647766,2.34375,1.370287,39,39,38,37,44,1411.20142,1411.20142,1310.40125,1310.40125,3.34198117,0.427242279,0.0158807822,0,100.800095
09/15/2022 13:47:17,2.30768919,0,3.03099751,3.076923,2.103901,39,39,39,38,43,1310.40161,1310.40161,1310.40161,1310.40161,3.474416,0.5511835,0.0165522359,0,100.800125
09/15/2022 13:47:18,5.4086566,1.53846145,2.30768919,2.30768919,2.89062858,40,40,39,38,43,1310.40137,1310.40137,1310.40137,1310.40137,3.70208621,0.757176,0.0184322149,0,100.80011
09/15/2022 13:47:19,5.44471169,3.125,1.5625,7.78846169,4.480171,39,40,39,37,43,1310.40173,1310.40173,1310.40173,1310.40173,3.814666,0.974408865,0.01845106,0,100.800125
09/15/2022 13:47:20,1.5504837,0.78125,2.30768919,3.076923,1.92909241,38,38,39,37,43,1310.40137,1310.40137,1310.40137,1310.40137,3.24707437,0.561162233,0.0143903261,0,100.8001
09/15/2022 13:47:21,0.7692337,0,0,0.7692337,0.384616852,38,38,38,37,43,1310.40161,1310.40161,1310.40161,1411.20178,2.91733932,0.220340312,0.021997869,0,100.800125
09/15/2022 13:47:22,2.34375,1.5625,2.36855149,7.0192337,3.32350731,38,39,38,37,42,1310.40137,1310.40137,1310.40137,1310.40137,4.32701445,0.9969537,0.0277686175,0,100.8001
09/15/2022 13:47:23,2.30768919,1.5625,0.757575035,3.8461566,2.11847425,37,37,39,38,42,1310.40149,1310.40149,1310.40149,1310.40149,3.06712413,0.4284608,0.0113265645,0,100.800117
09/15/2022 13:47:24,3.90625,2.31971145,3.125,3.125,3.11899185,39,38,37,37,42,1310.40173,1411.2019,1411.2019,1411.2019,2.73296881,0.319144428,0.0156490747,0,100.80014
09/15/2022 13:47:25,5.396634,1.53846145,3.87018919,3.8461566,3.66286039,39,37,37,38,42,1310.40137,1310.40137,1310.40137,1310.40137,3.39007783,0.470990926,0.014172365,0,100.80011
09/15/2022 13:47:26,1.53846145,0,0.78125,4.615384,1.733774,38,37,38,37,42,1310.40125,1310.40125,1411.20142,1209.6012,3.285694,0.428268939,0.01693719,0,100.800095
09/15/2022 13:47:27,2.34375,1.5625,1.56288147,4.6875,2.53915787,38,38,38,37,42,1310.40161,1310.40161,1310.40161,1310.40161,3.58163261,0.354795,0.0112681668,0,100.800117
09/15/2022 13:47:28,9.125876,7.69230747,2.30768919,9.172493,7.074589,43,39,39,39,44,4233.60547,2016.00256,1915.20239,1310.40161,6.06916857,2.244236,0.07694696,0,100.800125
09/15/2022 13:47:29,6.153846,6.92307949,4.615384,6.92307949,6.15385151,39,39,38,38,42,1411.20154,1310.40137,1310.40137,1512.00159,4.99559975,1.60781276,0.03004755,0,100.80011
09/15/2022 13:47:30,2.30768919,6.92307949,4.615384,4.615384,4.615384,40,38,38,37,42,1310.40137,3628.80371,1512.00159,3830.40381,4.78321171,1.67192,0.0263170339,0,100.8001
09/15/2022 13:47:31,11.71875,10.15625,14.84375,10.9375,11.9140625,41,43,41,42,43,3830.40527,3830.40527,3830.40527,1512.00208,7.791094,3.911682,0.0478272028,0,100.80014
09/15/2022 13:47:32,12.5,7.03125,5.53075075,2.34375,6.85144043,39,38,39,37,42,1310.40125,1713.60168,1915.2019,2923.203,7.2272,3.20729828,0.06183053,0,100.8001
09/15/2022 13:47:33,6.25,3.125,1.5625,2.34375,3.3203125,39,39,39,39,42,2923.203,3830.40356,3830.40356,2923.203,7.28426456,3.387592,0.0700704,0,100.800095
09/15/2022 13:47:34,5.46875,0.78125,0,1.5625,1.953125,38,38,37,37,43,1310.40161,1411.20166,1310.40161,1310.40161,4.36632872,1.31150484,0.008970871,0,100.800125
09/15/2022 13:47:35,0.7692337,0,1.53846145,1.53846145,0.9615421,39,39,37,36,42,1411.20142,1411.20142,1310.40125,1310.40125,3.175056,0.477365166,0.0134869423,0,100.800095
09/15/2022 13:47:36,2.34375,0.78125,1.5625,5.46875,2.5390625,39,38,38,37,42,2016.003,1310.402,1310.402,1310.402,3.41643,0.417627156,0.0150579335,0,100.800156
09/15/2022 13:47:37,0.7692337,1.53846145,0.7692337,3.076923,1.53846741,38,39,37,37,42,1310.40112,1310.40112,1310.40112,1310.40112,3.07120562,0.348835021,0.0187214445,0,100.800087
09/15/2022 13:47:38,1.5625,4.6875,1.5625,3.90625,2.9296875,38,38,39,37,42,1310.40186,1411.202,1411.202,1411.202,3.97674,0.7080062,0.04691054,0,100.80014
09/15/2022 13:47:39,2.34375,1.5625,0,1.5625,1.3671875,39,37,37,36,42,1310.40125,1310.40125,1310.40125,1310.40125,3.55321932,0.5950498,0.0257713087,0,100.800095
09/15/2022 13:47:40,1.5625,1.5625,2.34375,3.125,2.1484375,38,37,37,37,42,1310.40137,1310.40137,1411.20142,1411.20142,3.09326124,0.432720125,0.0163927749,0,100.8001
09/15/2022 13:47:41,3.1129837,2.34375,2.34375,4.6875,3.121996,37,37,37,36,42,1310.40137,1209.6012,1310.40137,1310.40137,3.15667129,0.3729629,0.0257508978,0,100.8001
09/15/2022 13:47:42,4.6875,5.46875,2.34375,3.90625,4.1015625,39,38,37,35,42,1310.40173,1310.40173,1209.60156,1209.60156,4.05541945,0.8546813,0.0546681881,0,100.800133
09/15/2022 13:47:43,8.59375,6.25,7.7524066,4.6875,6.82091141,40,39,39,39,42,3225.60474,3830.40552,3830.40552,2923.20435,6.407796,2.886665,0.128046632,0,100.800148
09/15/2022 13:47:44,6.25,5.56955338,3.125,5.46875,5.103326,39,38,38,42,42,2923.202,3830.40259,3830.40259,3830.40259,6.85928965,2.71470761,0.310440421,0,100.800064
09/15/2022 13:47:45,3.125,3.053975,1.5625,5.46875,3.30255628,38,38,37,37,42,1310.40088,1310.40088,1411.20093,3830.40259,6.608525,2.54185224,0.365336746,0,100.800072
09/15/2022 13:47:46,18.75,19.53125,20.20433,17.1875,18.91827,49,50,44,47,49,3830.407,3830.407,3830.407,2721.605,12.7005434,8.029151,0.122213073,0,100.800186
09/15/2022 13:47:55,11.71875,12.5,13.0769253,11.71875,12.2536068,42,40,41,42,44,3830.408,3830.408,3830.408,3528.00732,9.838574,5.23272276,0.176778272,0,100.800209
09/15/2022 13:47:56,6.25,3.90625,5.46875,2.34375,4.4921875,40,39,39,37,44,1209.60083,3830.40283,3830.40283,3830.40283,6.950479,2.73622,0.04562303,0,100.800072
09/15/2022 13:47:57,8.569712,3.125,3.90625,5.481148,5.270529,41,42,41,43,44,3830.40527,3830.40527,2923.204,1612.80225,7.896478,3.72001338,0.04814299,0,100.80014
09/15/2022 13:47:58,5.46875,3.125,3.90625,2.34375,3.7109375,39,39,40,37,44,1310.40149,1411.20166,1411.20166,1411.20166,5.28701448,1.74202311,0.0730007961,0,100.800117
09/15/2022 13:47:59,4.6875,2.34375,5.46875,1.5625,3.515625,40,39,40,39,44,1411.20142,1411.20142,1411.20142,1411.20142,7.33822966,3.376261,0.302461237,0,100.8001
